,MSE,MAPE,RMSE,R2
train_teacher1,0.007131825666874647,0.08659209311008453,1402.4364013671875,0.9753369092941284
train_teacher10,0.013158218935132027,0.11630702763795853,1904.9405517578125,0.9544965624809265
train_teacher11,0.005002370569854975,0.07162589579820633,1174.5479736328125,0.9827009439468384
train_teacher12,0.005255944095551968,0.04624253883957863,1203.9493408203125,0.9818240404129028
train_teacher13,0.00342880398966372,0.04167526215314865,972.4207153320312,0.9881426095962524
train_teacher14,0.0025814760010689497,0.04294736683368683,843.756103515625,0.9910727739334106
train_teacher15,0.005480551160871983,0.06779638677835464,1229.405029296875,0.9810472726821899
train_teacher16,0.00618154089897871,0.08079087734222412,1305.663330078125,0.9786231517791748
train_teacher17,0.007324219215661287,0.07544126361608505,1421.2271728515625,0.9746715426445007
train_teacher18,0.006078984588384628,0.055948156863451004,1294.7872314453125,0.9789777994155884
train_teacher19,0.003852078691124916,0.04830405116081238,1030.6956787109375,0.9866788387298584
train_teacher2,0.0018413190264254808,0.021727222949266434,712.6025390625,0.9936323761940002
train_teacher20,0.0025930781848728657,0.035037752240896225,845.6500854492188,0.9910326600074768
train_teacher21,0.0029657906852662563,0.046862196177244186,904.384521484375,0.9897437691688538
train_teacher22,0.0030267545953392982,0.03544953092932701,913.63232421875,0.9895329475402832
train_teacher23,0.01040638331323862,0.10208852589130402,1694.075439453125,0.9640129208564758
train_teacher24,0.006151397246867418,0.07985525578260422,1302.47607421875,0.978727400302887
train_teacher25,0.004891661927103996,0.06041804328560829,1161.478271484375,0.9830837845802307
train_teacher3,0.011463308706879616,0.11233565956354141,1778.025146484375,0.9603578448295593
train_teacher4,0.004033130127936602,0.055153366178274155,1054.6392822265625,0.9860527515411377
train_teacher5,0.0084884287789464,0.09805165976285934,1530.0179443359375,0.970645546913147
train_teacher6,0.002906631678342819,0.04959128424525261,895.3191528320312,0.9899483323097229
train_teacher7,0.020741237327456474,0.15421941876411438,2391.6640625,0.9282731413841248
train_teacher8,0.0026726110372692347,0.04193594306707382,858.5206298828125,0.9907576441764832
train_teacher9,0.0024562899488955736,0.02981223724782467,823.043212890625,0.9915057420730591
