,MSE,MAPE,RMSE,R2
BOC,0.0026950561441481113,0.012661928310990334,0.07034337520599365,0.9850448966026306
BOCHK,0.002770360792055726,0.013609755784273148,0.05945035070180893,0.9846270084381104
BOCOM,0.002683549653738737,0.012978476472198963,0.013727791607379913,0.9851087331771851
CCB,0.0021308932919055223,0.010153427720069885,0.08378330618143082,0.9881754517555237
HSB,0.0024146127980202436,0.008212617598474026,1.7591657638549805,0.9866011142730713
HSBC,0.002648179419338703,0.011095158755779266,0.5763572454452515,0.9853050112724304
ICBC,0.0022537996992468834,0.01060448493808508,0.07714556902647018,0.9874934554100037
