,MSE,MAPE,RMSE,R2
train_teacher1,0.0018956937128677964,0.025859594345092773,723.0476684570312,0.9934443831443787
train_teacher10,0.0014824611134827137,0.02117159776389599,639.4027099609375,0.9948734045028687
train_teacher11,0.0011063988786190748,0.01854008063673973,552.3809814453125,0.9961738586425781
train_teacher12,0.0030709076672792435,0.02687414549291134,920.2720947265625,0.9893802404403687
train_teacher13,0.001572494744323194,0.022811537608504295,658.5328369140625,0.994562029838562
train_teacher14,0.002483429154381156,0.0484757125377655,827.5775756835938,0.9914118647575378
train_teacher15,0.0047598788514733315,0.023547302931547165,1145.72607421875,0.9835395216941833
train_teacher16,0.001152796670794487,0.01798541285097599,563.8443603515625,0.9960134029388428
train_teacher17,0.002679186873137951,0.02936514839529991,859.576171875,0.990734875202179
train_teacher18,0.002551998244598508,0.025305140763521194,838.9248046875,0.9911747574806213
train_teacher19,0.0019305680179968476,0.03942255675792694,729.668212890625,0.9933237433433533
train_teacher2,0.008726558648049831,0.09349637478590012,1551.3306884765625,0.9698220491409302
train_teacher20,0.0017279316671192646,0.01810220256447792,690.3131103515625,0.9940245151519775
train_teacher21,0.0008791552390903234,0.015351122245192528,492.39727783203125,0.9969597458839417
train_teacher22,0.0016481501515954733,0.020897001028060913,674.1883544921875,0.9943004250526428
train_teacher23,0.001188779016956687,0.019383391365408897,572.5763549804688,0.9958890080451965
train_teacher24,0.0014720967737957835,0.020312396809458733,637.1636962890625,0.9949092268943787
train_teacher25,0.0012621268397197127,0.017717460170388222,589.9759521484375,0.9956353306770325
train_teacher3,0.0018249045824632049,0.029131054878234863,709.419189453125,0.9936891794204712
train_teacher4,0.0017372688744217157,0.028962815180420876,692.17578125,0.9939922094345093
train_teacher5,0.0012952865799888968,0.019190773367881775,597.6759033203125,0.9955206513404846
train_teacher6,0.0016273650107905269,0.019467618316411972,669.9237060546875,0.9943723082542419
train_teacher7,0.007735180202871561,0.08922804147005081,1460.5555419921875,0.9732503890991211
train_teacher8,0.0011091987835243344,0.01903800666332245,553.0794677734375,0.9961642026901245
train_teacher9,0.001586770173162222,0.018023651093244553,661.5152587890625,0.994512677192688
